sku_id,date,quantity_demanded,is_promotion,month,day_of_week,is_weekend
SKU-00064,2023-04-06,1168,0,4,3,0
SKU-00064,2023-04-07,1036,0,4,4,0
SKU-00064,2023-04-08,708,0,4,5,1
SKU-00064,2023-04-09,104,0,4,6,1
SKU-00064,2023-04-10,1051,0,4,0,0
SKU-00064,2023-04-11,962,0,4,1,0
SKU-00064,2023-04-12,1298,0,4,2,0
SKU-00064,2023-04-13,1104,0,4,3,0
SKU-00064,2023-04-14,1167,0,4,4,0
SKU-00064,2023-04-15,832,0,4,5,1
SKU-00064,2023-04-16,149,0,4,6,1
SKU-00064,2023-04-17,1122,0,4,0,0
SKU-00064,2023-04-18,1188,0,4,1,0
SKU-00064,2023-04-19,1001,0,4,2,0
SKU-00064,2023-04-20,1208,0,4,3,0
SKU-00064,2023-04-21,942,0,4,4,0
SKU-00064,2023-04-22,710,0,4,5,1
SKU-00064,2023-04-23,136,0,4,6,1
SKU-00064,2023-04-24,944,0,4,0,0
SKU-00064,2023-04-25,1139,0,4,1,0
SKU-00064,2023-04-26,787,0,4,2,0
SKU-00064,2023-04-27,652,0,4,3,0
SKU-00064,2023-04-28,981,0,4,4,0
SKU-00064,2023-04-29,664,0,4,5,1
SKU-00064,2023-04-30,134,0,4,6,1
SKU-00064,2023-05-01,1263,0,5,0,0
SKU-00064,2023-05-02,1114,0,5,1,0
SKU-00064,2023-05-03,1134,0,5,2,0
SKU-00064,2023-05-04,1293,0,5,3,0
SKU-00064,2023-05-05,891,0,5,4,0
SKU-00064,2023-05-06,657,0,5,5,1
SKU-00064,2023-05-07,91,0,5,6,1
SKU-00064,2023-05-08,953,0,5,0,0
SKU-00064,2023-05-09,1039,0,5,1,0
SKU-00064,2023-05-10,1091,0,5,2,0
SKU-00064,2023-05-11,808,0,5,3,0
SKU-00064,2023-05-12,976,0,5,4,0
SKU-00064,2023-05-13,801,0,5,5,1
SKU-00064,2023-05-14,94,0,5,6,1
SKU-00064,2023-05-15,1034,0,5,0,0
SKU-00064,2023-05-16,1143,0,5,1,0
SKU-00064,2023-05-17,879,0,5,2,0
SKU-00064,2023-05-18,1058,0,5,3,0
SKU-00064,2023-05-19,972,0,5,4,0
SKU-00064,2023-05-20,769,0,5,5,1
SKU-00064,2023-05-21,130,0,5,6,1
SKU-00064,2023-05-22,1198,0,5,0,0
SKU-00064,2023-05-23,881,0,5,1,0
SKU-00064,2023-05-24,741,0,5,2,0
SKU-00064,2023-05-25,978,0,5,3,0
SKU-00064,2023-05-26,955,0,5,4,0
SKU-00064,2023-05-27,708,0,5,5,1
SKU-00064,2023-05-28,116,0,5,6,1
SKU-00064,2023-05-29,1083,0,5,0,0
SKU-00064,2023-05-30,1071,0,5,1,0
SKU-00064,2023-05-31,1123,0,5,2,0
SKU-00064,2023-06-01,737,0,6,3,0
SKU-00064,2023-06-02,681,0,6,4,0
SKU-00064,2023-06-03,622,0,6,5,1
SKU-00064,2023-06-04,83,0,6,6,1
SKU-00064,2023-06-05,637,0,6,0,0
SKU-00064,2023-06-06,940,0,6,1,0
SKU-00064,2023-06-07,1250,0,6,2,0
SKU-00064,2023-06-08,1145,0,6,3,0
SKU-00064,2023-06-09,1017,0,6,4,0
SKU-00064,2023-06-10,612,0,6,5,1
SKU-00064,2023-06-11,114,0,6,6,1
SKU-00064,2023-06-12,971,0,6,0,0
SKU-00064,2023-06-13,958,0,6,1,0
SKU-00064,2023-06-14,654,0,6,2,0
SKU-00064,2023-06-15,913,0,6,3,0
SKU-00064,2023-06-16,945,0,6,4,0
SKU-00064,2023-06-17,529,0,6,5,1
SKU-00064,2023-06-18,108,0,6,6,1
SKU-00064,2023-06-19,1107,0,6,0,0
SKU-00064,2023-06-20,1018,0,6,1,0
SKU-00064,2023-06-21,842,0,6,2,0
SKU-00064,2023-06-22,1002,0,6,3,0
SKU-00064,2023-06-23,831,0,6,4,0
SKU-00064,2023-06-24,651,0,6,5,1
SKU-00064,2023-06-25,113,0,6,6,1
SKU-00064,2023-06-26,949,0,6,0,0
SKU-00064,2023-06-27,982,0,6,1,0
SKU-00064,2023-06-28,1063,0,6,2,0
SKU-00064,2023-06-29,911,0,6,3,0
SKU-00064,2023-06-30,1147,0,6,4,0
SKU-00064,2023-07-01,545,0,7,5,1
SKU-00064,2023-07-02,99,0,7,6,1
SKU-00064,2023-07-03,707,0,7,0,0
SKU-00064,2023-07-04,1031,0,7,1,0
SKU-00064,2023-07-05,1155,0,7,2,0
SKU-00064,2023-07-06,1096,0,7,3,0
SKU-00064,2023-07-07,1061,0,7,4,0
SKU-00064,2023-07-08,496,0,7,5,1
SKU-00064,2023-07-09,106,0,7,6,1
SKU-00064,2023-07-10,888,0,7,0,0
SKU-00064,2023-07-11,1188,0,7,1,0
SKU-00064,2023-07-12,1126,0,7,2,0
SKU-00064,2023-07-13,737,0,7,3,0
SKU-00064,2023-07-14,1086,0,7,4,0
SKU-00064,2023-07-15,472,0,7,5,1
SKU-00064,2023-07-16,121,0,7,6,1
SKU-00064,2023-07-17,1324,0,7,0,0
SKU-00064,2023-07-18,1134,0,7,1,0
SKU-00064,2023-07-19,1040,0,7,2,0
SKU-00064,2023-07-20,978,0,7,3,0
SKU-00064,2023-07-21,1072,0,7,4,0
SKU-00064,2023-07-22,473,0,7,5,1
SKU-00064,2023-07-23,82,0,7,6,1
SKU-00064,2023-07-24,1188,0,7,0,0
SKU-00064,2023-07-25,780,0,7,1,0
SKU-00064,2023-07-26,1100,0,7,2,0
SKU-00064,2023-07-27,896,0,7,3,0
SKU-00064,2023-07-28,846,0,7,4,0
SKU-00064,2023-07-29,600,0,7,5,1
SKU-00064,2023-07-30,106,0,7,6,1
SKU-00064,2023-07-31,993,0,7,0,0
SKU-00064,2023-08-01,867,0,8,1,0
SKU-00064,2023-08-02,885,0,8,2,0
SKU-00064,2023-08-03,901,0,8,3,0
SKU-00064,2023-08-04,722,0,8,4,0
SKU-00064,2023-08-05,569,0,8,5,1
SKU-00064,2023-08-06,74,0,8,6,1
SKU-00064,2023-08-07,929,0,8,0,0
SKU-00064,2023-08-08,694,0,8,1,0
SKU-00064,2023-08-09,1133,0,8,2,0
SKU-00064,2023-08-10,794,0,8,3,0
SKU-00064,2023-08-11,1088,0,8,4,0
SKU-00064,2023-08-12,559,0,8,5,1
SKU-00064,2023-08-13,110,0,8,6,1
SKU-00064,2023-08-14,1252,0,8,0,0
SKU-00064,2023-08-15,1263,0,8,1,0
SKU-00064,2023-08-16,770,0,8,2,0
SKU-00064,2023-08-17,804,0,8,3,0
SKU-00064,2023-08-18,1110,0,8,4,0
SKU-00064,2023-08-19,682,0,8,5,1
SKU-00064,2023-08-20,73,0,8,6,1
SKU-00064,2023-08-21,1132,0,8,0,0
SKU-00064,2023-08-22,1114,0,8,1,0
SKU-00064,2023-08-23,1055,0,8,2,0
SKU-00064,2023-08-24,885,0,8,3,0
SKU-00064,2023-08-25,894,0,8,4,0
SKU-00064,2023-08-26,626,0,8,5,1
SKU-00064,2023-08-27,101,0,8,6,1
SKU-00064,2023-08-28,870,0,8,0,0
SKU-00064,2023-08-29,1206,0,8,1,0
SKU-00064,2023-08-30,725,0,8,2,0
SKU-00064,2023-08-31,719,0,8,3,0
SKU-00064,2023-09-01,1034,0,9,4,0
SKU-00064,2023-09-02,682,0,9,5,1
SKU-00064,2023-09-03,103,0,9,6,1
SKU-00064,2023-09-04,1163,0,9,0,0
SKU-00064,2023-09-05,1159,0,9,1,0
SKU-00064,2023-09-06,1063,0,9,2,0
SKU-00064,2023-09-07,1439,0,9,3,0
SKU-00064,2023-09-08,1272,0,9,4,0
SKU-00064,2023-09-09,644,0,9,5,1
SKU-00064,2023-09-10,106,0,9,6,1
SKU-00064,2023-09-11,953,0,9,0,0
SKU-00064,2023-09-12,1166,0,9,1,0
SKU-00064,2023-09-13,1321,0,9,2,0
SKU-00064,2023-09-14,1093,0,9,3,0
SKU-00064,2023-09-15,1126,0,9,4,0
SKU-00064,2023-09-16,793,0,9,5,1
SKU-00064,2023-09-17,107,0,9,6,1
SKU-00064,2023-09-18,1335,0,9,0,0
SKU-00064,2023-09-19,1380,0,9,1,0
SKU-00064,2023-09-20,1159,0,9,2,0
SKU-00064,2023-09-21,1036,0,9,3,0
SKU-00064,2023-09-22,1421,0,9,4,0
SKU-00064,2023-09-23,851,0,9,5,1
SKU-00064,2023-09-24,101,0,9,6,1
SKU-00064,2023-09-25,1168,0,9,0,0
SKU-00064,2023-09-26,1120,0,9,1,0
SKU-00064,2023-09-27,1214,0,9,2,0
SKU-00064,2023-09-28,1105,0,9,3,0
SKU-00064,2023-09-29,1428,0,9,4,0
SKU-00064,2023-09-30,886,0,9,5,1
SKU-00064,2023-10-01,393,1,10,6,1
SKU-00064,2023-10-02,4329,1,10,0,0
SKU-00064,2023-10-03,3003,0,10,1,0
SKU-00064,2023-10-04,2154,0,10,2,0
SKU-00064,2023-10-05,2840,0,10,3,0
SKU-00064,2023-10-06,2394,0,10,4,0
SKU-00064,2023-10-07,1429,0,10,5,1
SKU-00064,2023-10-08,220,0,10,6,1
SKU-00064,2023-10-09,2940,0,10,0,0
SKU-00064,2023-10-10,4620,1,10,1,0
SKU-00064,2023-10-11,3077,1,10,2,0
SKU-00064,2023-10-12,2097,0,10,3,0
SKU-00064,2023-10-13,1509,0,10,4,0
SKU-00064,2023-10-14,1703,0,10,5,1
SKU-00064,2023-10-15,168,0,10,6,1
SKU-00064,2023-10-16,2434,0,10,0,0
SKU-00064,2023-10-17,2446,0,10,1,0
SKU-00064,2023-10-18,1883,0,10,2,0
SKU-00064,2023-10-19,4168,1,10,3,0
SKU-00064,2023-10-20,2374,0,10,4,0
SKU-00064,2023-10-21,1473,0,10,5,1
SKU-00064,2023-10-22,241,0,10,6,1
SKU-00064,2023-10-23,4300,1,10,0,0
SKU-00064,2023-10-24,3499,0,10,1,0
SKU-00064,2023-10-25,2151,0,10,2,0
SKU-00064,2023-10-26,2960,0,10,3,0
SKU-00064,2023-10-27,3415,0,10,4,0
SKU-00064,2023-10-28,1051,0,10,5,1
SKU-00064,2023-10-29,238,1,10,6,1
SKU-00064,2023-10-30,2749,0,10,0,0
SKU-00064,2023-10-31,2152,0,10,1,0
SKU-00064,2023-11-01,4316,1,11,2,0
SKU-00064,2023-11-02,2357,0,11,3,0
SKU-00064,2023-11-03,2670,0,11,4,0
SKU-00064,2023-11-04,1276,0,11,5,1
SKU-00064,2023-11-05,269,0,11,6,1
SKU-00064,2023-11-06,4514,1,11,0,0
SKU-00064,2023-11-07,2798,1,11,1,0
SKU-00064,2023-11-08,3067,1,11,2,0
SKU-00064,2023-11-09,1804,0,11,3,0
SKU-00064,2023-11-10,2499,0,11,4,0
SKU-00064,2023-11-11,1669,0,11,5,1
SKU-00064,2023-11-12,306,0,11,6,1
SKU-00064,2023-11-13,3250,0,11,0,0
SKU-00064,2023-11-14,2558,1,11,1,0
SKU-00064,2023-11-15,2469,0,11,2,0
SKU-00064,2023-11-16,1899,0,11,3,0
SKU-00064,2023-11-17,2400,0,11,4,0
SKU-00064,2023-11-18,1443,0,11,5,1
SKU-00064,2023-11-19,262,0,11,6,1
SKU-00064,2023-11-20,2009,0,11,0,0
SKU-00064,2023-11-21,3259,1,11,1,0
SKU-00064,2023-11-22,3263,1,11,2,0
SKU-00064,2023-11-23,2902,0,11,3,0
SKU-00064,2023-11-24,2641,0,11,4,0
SKU-00064,2023-11-25,1530,0,11,5,1
SKU-00064,2023-11-26,263,0,11,6,1
SKU-00064,2023-11-27,2709,0,11,0,0
SKU-00064,2023-11-28,4508,1,11,1,0
SKU-00064,2023-11-29,2352,0,11,2,0
SKU-00064,2023-11-30,2586,0,11,3,0
SKU-00064,2023-12-01,2037,0,12,4,0
SKU-00064,2023-12-02,804,0,12,5,1
SKU-00064,2023-12-03,181,0,12,6,1
SKU-00064,2023-12-04,1959,0,12,0,0
SKU-00064,2023-12-05,1573,0,12,1,0
SKU-00064,2023-12-06,1156,0,12,2,0
SKU-00064,2023-12-07,1206,0,12,3,0
SKU-00064,2023-12-08,1625,0,12,4,0
SKU-00064,2023-12-09,931,0,12,5,1
SKU-00064,2023-12-10,181,0,12,6,1
SKU-00064,2023-12-11,1873,0,12,0,0
SKU-00064,2023-12-12,1975,0,12,1,0
SKU-00064,2023-12-13,1810,0,12,2,0
SKU-00064,2023-12-14,1982,0,12,3,0
SKU-00064,2023-12-15,1603,0,12,4,0
SKU-00064,2023-12-16,966,0,12,5,1
SKU-00064,2023-12-17,164,0,12,6,1
SKU-00064,2023-12-18,1927,0,12,0,0
SKU-00064,2023-12-19,1355,0,12,1,0
SKU-00064,2023-12-20,1739,0,12,2,0
SKU-00064,2023-12-21,1706,0,12,3,0
SKU-00064,2023-12-22,1554,0,12,4,0
SKU-00064,2023-12-23,895,0,12,5,1
SKU-00064,2023-12-24,136,0,12,6,1
SKU-00064,2023-12-25,2426,0,12,0,0
SKU-00064,2023-12-26,1943,0,12,1,0
SKU-00064,2023-12-27,1529,0,12,2,0
SKU-00064,2023-12-28,1337,0,12,3,0
SKU-00064,2023-12-29,1621,0,12,4,0
SKU-00064,2023-12-30,1158,0,12,5,1
SKU-00064,2023-12-31,141,0,12,6,1
SKU-00064,2024-01-01,1871,0,1,0,0
SKU-00064,2024-01-02,1771,0,1,1,0
SKU-00064,2024-01-03,1772,0,1,2,0
SKU-00064,2024-01-04,1757,0,1,3,0
SKU-00064,2024-01-05,1592,0,1,4,0
SKU-00064,2024-01-06,1237,0,1,5,1
SKU-00064,2024-01-07,159,0,1,6,1
SKU-00064,2024-01-08,1576,0,1,0,0
SKU-00064,2024-01-09,1420,0,1,1,0
SKU-00064,2024-01-10,1365,0,1,2,0
SKU-00064,2024-01-11,1513,0,1,3,0
SKU-00064,2024-01-12,2143,0,1,4,0
SKU-00064,2024-01-13,879,0,1,5,1
SKU-00064,2024-01-14,148,0,1,6,1
SKU-00064,2024-01-15,1919,0,1,0,0
SKU-00064,2024-01-16,1640,0,1,1,0
SKU-00064,2024-01-17,1838,0,1,2,0
SKU-00064,2024-01-18,1357,0,1,3,0
SKU-00064,2024-01-19,1354,0,1,4,0
SKU-00064,2024-01-20,774,0,1,5,1
SKU-00064,2024-01-21,194,0,1,6,1
SKU-00064,2024-01-22,1827,0,1,0,0
SKU-00064,2024-01-23,1884,0,1,1,0
SKU-00064,2024-01-24,1556,0,1,2,0
SKU-00064,2024-01-25,1478,0,1,3,0
SKU-00064,2024-01-26,1727,0,1,4,0
SKU-00064,2024-01-27,1023,0,1,5,1
SKU-00064,2024-01-28,133,0,1,6,1
SKU-00064,2024-01-29,1313,0,1,0,0
SKU-00064,2024-01-30,2156,0,1,1,0
SKU-00064,2024-01-31,1366,0,1,2,0
SKU-00064,2024-02-01,1434,0,2,3,0
SKU-00064,2024-02-02,1828,0,2,4,0
SKU-00064,2024-02-03,722,0,2,5,1
SKU-00064,2024-02-04,124,0,2,6,1
SKU-00064,2024-02-05,995,0,2,0,0
SKU-00064,2024-02-06,910,0,2,1,0
SKU-00064,2024-02-07,1108,0,2,2,0
SKU-00064,2024-02-08,1096,0,2,3,0
SKU-00064,2024-02-09,1412,0,2,4,0
SKU-00064,2024-02-10,940,0,2,5,1
SKU-00064,2024-02-11,103,0,2,6,1
SKU-00064,2024-02-12,883,0,2,0,0
SKU-00064,2024-02-13,1140,0,2,1,0
SKU-00064,2024-02-14,1219,0,2,2,0
SKU-00064,2024-02-15,1456,0,2,3,0
SKU-00064,2024-02-16,1447,0,2,4,0
SKU-00064,2024-02-17,746,0,2,5,1
SKU-00064,2024-02-18,142,0,2,6,1
SKU-00064,2024-02-19,1513,0,2,0,0
SKU-00064,2024-02-20,1131,0,2,1,0
SKU-00064,2024-02-21,1169,0,2,2,0
SKU-00064,2024-02-22,782,0,2,3,0
SKU-00064,2024-02-23,1366,0,2,4,0
SKU-00064,2024-02-24,674,0,2,5,1
SKU-00064,2024-02-25,114,0,2,6,1
SKU-00064,2024-02-26,1330,0,2,0,0
SKU-00064,2024-02-27,1383,0,2,1,0
SKU-00064,2024-02-28,1378,0,2,2,0
SKU-00064,2024-02-29,1226,0,2,3,0
SKU-00064,2024-03-01,1220,0,3,4,0
SKU-00064,2024-03-02,767,0,3,5,1
SKU-00064,2024-03-03,131,0,3,6,1
SKU-00064,2024-03-04,1526,0,3,0,0
SKU-00064,2024-03-05,1101,0,3,1,0
SKU-00064,2024-03-06,1094,0,3,2,0
SKU-00064,2024-03-07,1090,0,3,3,0
SKU-00064,2024-03-08,1166,0,3,4,0
SKU-00064,2024-03-09,715,0,3,5,1
SKU-00064,2024-03-10,115,0,3,6,1
SKU-00064,2024-03-11,1490,0,3,0,0
SKU-00064,2024-03-12,963,0,3,1,0
SKU-00064,2024-03-13,922,0,3,2,0
SKU-00064,2024-03-14,1048,0,3,3,0
SKU-00064,2024-03-15,1349,0,3,4,0
SKU-00064,2024-03-16,612,0,3,5,1
SKU-00064,2024-03-17,106,0,3,6,1
SKU-00064,2024-03-18,1320,0,3,0,0
SKU-00064,2024-03-19,1567,0,3,1,0
SKU-00064,2024-03-20,994,0,3,2,0
SKU-00064,2024-03-21,1430,0,3,3,0
SKU-00064,2024-03-22,1305,0,3,4,0
SKU-00064,2024-03-23,697,0,3,5,1
SKU-00064,2024-03-24,132,0,3,6,1
SKU-00064,2024-03-25,1088,0,3,0,0
SKU-00064,2024-03-26,1226,0,3,1,0
SKU-00064,2024-03-27,1092,0,3,2,0
SKU-00064,2024-03-28,1250,0,3,3,0
SKU-00064,2024-03-29,1436,0,3,4,0
SKU-00064,2024-03-30,716,0,3,5,1
SKU-00064,2024-03-31,124,0,3,6,1
SKU-00064,2024-04-01,919,0,4,0,0
SKU-00064,2024-04-02,1129,0,4,1,0
SKU-00064,2024-04-03,995,0,4,2,0
SKU-00064,2024-04-04,1111,0,4,3,0
SKU-00064,2024-04-05,1047,0,4,4,0
SKU-00064,2024-04-06,792,0,4,5,1
SKU-00064,2024-04-07,104,0,4,6,1
SKU-00064,2024-04-08,904,0,4,0,0
SKU-00064,2024-04-09,952,0,4,1,0
SKU-00064,2024-04-10,1237,0,4,2,0
SKU-00064,2024-04-11,1124,0,4,3,0
SKU-00064,2024-04-12,1125,0,4,4,0
SKU-00064,2024-04-13,767,0,4,5,1
SKU-00064,2024-04-14,101,0,4,6,1
SKU-00064,2024-04-15,1209,0,4,0,0
SKU-00064,2024-04-16,776,0,4,1,0
SKU-00064,2024-04-17,1455,0,4,2,0
SKU-00064,2024-04-18,988,0,4,3,0
SKU-00064,2024-04-19,1051,0,4,4,0
SKU-00064,2024-04-20,759,0,4,5,1
SKU-00064,2024-04-21,104,0,4,6,1
SKU-00064,2024-04-22,1207,0,4,0,0
SKU-00064,2024-04-23,867,0,4,1,0
SKU-00064,2024-04-24,1258,0,4,2,0
SKU-00064,2024-04-25,967,0,4,3,0
SKU-00064,2024-04-26,1069,0,4,4,0
SKU-00064,2024-04-27,689,0,4,5,1
SKU-00064,2024-04-28,111,0,4,6,1
SKU-00064,2024-04-29,1002,0,4,0,0
SKU-00064,2024-04-30,1303,0,4,1,0
SKU-00064,2024-05-01,1330,0,5,2,0
SKU-00064,2024-05-02,1100,0,5,3,0
SKU-00064,2024-05-03,982,0,5,4,0
SKU-00064,2024-05-04,499,0,5,5,1
SKU-00064,2024-05-05,111,0,5,6,1
SKU-00064,2024-05-06,955,0,5,0,0
SKU-00064,2024-05-07,1085,0,5,1,0
SKU-00064,2024-05-08,1353,0,5,2,0
SKU-00064,2024-05-09,1090,0,5,3,0
SKU-00064,2024-05-10,1211,0,5,4,0
SKU-00064,2024-05-11,637,0,5,5,1
SKU-00064,2024-05-12,144,0,5,6,1
SKU-00064,2024-05-13,1198,0,5,0,0
SKU-00064,2024-05-14,825,0,5,1,0
SKU-00064,2024-05-15,1013,0,5,2,0
SKU-00064,2024-05-16,859,0,5,3,0
SKU-00064,2024-05-17,875,0,5,4,0
SKU-00064,2024-05-18,751,0,5,5,1
SKU-00064,2024-05-19,145,0,5,6,1
SKU-00064,2024-05-20,1327,0,5,0,0
SKU-00064,2024-05-21,1221,0,5,1,0
SKU-00064,2024-05-22,1182,0,5,2,0
SKU-00064,2024-05-23,1057,0,5,3,0
SKU-00064,2024-05-24,1052,0,5,4,0
SKU-00064,2024-05-25,612,0,5,5,1
SKU-00064,2024-05-26,115,0,5,6,1
SKU-00064,2024-05-27,1273,0,5,0,0
SKU-00064,2024-05-28,1159,0,5,1,0
SKU-00064,2024-05-29,893,0,5,2,0
SKU-00064,2024-05-30,1197,0,5,3,0
SKU-00064,2024-05-31,1036,0,5,4,0
SKU-00064,2024-06-01,614,0,6,5,1
SKU-00064,2024-06-02,102,0,6,6,1
SKU-00064,2024-06-03,821,0,6,0,0
SKU-00064,2024-06-04,1037,0,6,1,0
SKU-00064,2024-06-05,846,0,6,2,0
SKU-00064,2024-06-06,1014,0,6,3,0
SKU-00064,2024-06-07,1176,0,6,4,0
SKU-00064,2024-06-08,641,0,6,5,1
SKU-00064,2024-06-09,90,0,6,6,1
SKU-00064,2024-06-10,851,0,6,0,0
SKU-00064,2024-06-11,1141,0,6,1,0
SKU-00064,2024-06-12,1038,0,6,2,0
SKU-00064,2024-06-13,829,0,6,3,0
SKU-00064,2024-06-14,1019,0,6,4,0
SKU-00064,2024-06-15,684,0,6,5,1
SKU-00064,2024-06-16,91,0,6,6,1
SKU-00064,2024-06-17,1160,0,6,0,0
SKU-00064,2024-06-18,972,0,6,1,0
SKU-00064,2024-06-19,1268,0,6,2,0
SKU-00064,2024-06-20,792,0,6,3,0
SKU-00064,2024-06-21,1159,0,6,4,0
SKU-00064,2024-06-22,615,0,6,5,1
SKU-00064,2024-06-23,117,0,6,6,1
SKU-00064,2024-06-24,785,0,6,0,0
SKU-00064,2024-06-25,912,0,6,1,0
SKU-00064,2024-06-26,1023,0,6,2,0
SKU-00064,2024-06-27,794,0,6,3,0
SKU-00064,2024-06-28,1137,0,6,4,0
SKU-00064,2024-06-29,716,0,6,5,1
SKU-00064,2024-06-30,108,0,6,6,1
SKU-00064,2024-07-01,1337,0,7,0,0
SKU-00064,2024-07-02,970,0,7,1,0
SKU-00064,2024-07-03,888,0,7,2,0
SKU-00064,2024-07-04,830,0,7,3,0
SKU-00064,2024-07-05,952,0,7,4,0
SKU-00064,2024-07-06,508,0,7,5,1
SKU-00064,2024-07-07,89,0,7,6,1
SKU-00064,2024-07-08,765,0,7,0,0
SKU-00064,2024-07-09,941,0,7,1,0
SKU-00064,2024-07-10,860,0,7,2,0
SKU-00064,2024-07-11,900,0,7,3,0
SKU-00064,2024-07-12,1110,0,7,4,0
SKU-00064,2024-07-13,462,0,7,5,1
SKU-00064,2024-07-14,100,0,7,6,1
SKU-00064,2024-07-15,887,0,7,0,0
SKU-00064,2024-07-16,1100,0,7,1,0
SKU-00064,2024-07-17,853,0,7,2,0
SKU-00064,2024-07-18,1127,0,7,3,0
SKU-00064,2024-07-19,968,0,7,4,0
SKU-00064,2024-07-20,687,0,7,5,1
